,kic_primary,gaia_id_primary,gaia_id_match,chisq,dec_match_gaia,dec_match_keptime,ra_match_gaia,ra_match_keptime
133,3115833,2.05E+18,2.05E+18,23.05880737,38.22300039,38.22301536,291.2997992,291.2998076
134,3115833,2.05E+18,2.05E+18,9.712718964,38.23239599,38.23240155,291.2551982,291.2552241
135,3115833,2.05E+18,2.05E+18,16.17878723,38.22342908,38.22346514,291.2899024,291.28991
136,3115833,2.05E+18,2.05E+18,6.11538887,38.2534801,38.25348512,291.248635,291.248645
137,3115833,2.05E+18,2.05E+18,0.324329466,38.2269484,38.22697489,291.3076013,291.3076202
138,3115833,2.05E+18,2.05E+18,3.055551052,38.25805197,38.25807675,291.2647766,291.2647836
139,3115833,2.05E+18,2.05E+18,17.51819611,38.25936028,38.2593784,291.2716809,291.2716907
140,3115833,2.05E+18,2.05E+18,15.65759945,38.23617933,38.23621333,291.264009,291.2640125
141,3115833,2.05E+18,2.05E+18,20.45515633,38.23526626,38.23528553,291.261843,291.2618474
142,3115833,2.05E+18,2.05E+18,1.138588548,38.26994319,38.26997131,291.2699754,291.2699945
143,3115833,2.05E+18,2.05E+18,24.51955795,38.23393904,38.23396301,291.2982671,291.2982766
144,3115833,2.05E+18,2.05E+18,6.442789078,38.23188648,38.2318931,291.2699364,291.2699628
145,3115833,2.05E+18,2.05E+18,11.54226685,38.22421528,38.22423435,291.2480243,291.2480429
146,3115833,2.05E+18,2.05E+18,3.77859664,38.25267179,38.25269429,291.2959267,291.2959377
147,3115833,2.05E+18,2.05E+18,7.401274681,38.26633066,38.26635136,291.3020239,291.3020246
148,3115833,2.05E+18,2.05E+18,41.06022644,38.26968471,38.26969821,291.2850918,291.285102
149,3115833,2.05E+18,2.05E+18,12.06635761,38.22924589,38.22926735,291.2940571,291.2940727
150,3115833,2.05E+18,2.05E+18,16.6281414,38.22863732,38.22867369,291.2804453,291.2804465
151,3115833,2.05E+18,2.05E+18,94.50369263,38.25537271,38.255384,291.3116757,291.3116841
152,3115833,2.05E+18,2.05E+18,39.5103302,38.23184746,38.23186458,291.2677235,291.267733
153,3115833,2.05E+18,2.05E+18,1.663714051,38.23961683,38.2396336,291.2933896,291.293404
154,3115833,2.05E+18,2.05E+18,47.46538162,38.24366521,38.2436845,291.2572225,291.257228
155,3115833,2.05E+18,2.05E+18,13.85240459,38.24432652,38.24435694,291.2396893,291.2396884
156,3115833,2.05E+18,2.05E+18,16.41214561,38.24297188,38.24297036,291.2498949,291.2499012
157,3115833,2.05E+18,2.05E+18,6.455589771,38.26190061,38.26193528,291.2810006,291.2810114
158,3115833,2.05E+18,2.05E+18,22.10044098,38.21386898,38.21386912,291.2735752,291.2735634
159,3115833,2.05E+18,2.05E+18,48.69850922,38.21893703,38.21892336,291.297286,291.2973016
160,3115833,2.05E+18,2.05E+18,5.596929073,38.26023383,38.26026429,291.2634457,291.263449
161,3115833,2.05E+18,2.05E+18,8.385196686,38.22378237,38.22380354,291.2655182,291.2655448
162,3115833,2.05E+18,2.05E+18,37.83981705,38.26506952,38.26509523,291.3064996,291.3065104
163,3115833,2.05E+18,2.05E+18,6.758958817,38.21463046,38.21465207,291.2716443,291.2716554
164,3115833,2.05E+18,2.05E+18,8.412931442,38.23942964,38.23944639,291.2488144,291.2488289
165,3115833,2.05E+18,2.05E+18,45.28192902,38.22192186,38.22193108,291.2965298,291.2965271
166,3115833,2.05E+18,2.05E+18,9.611617088,38.23684125,38.23685766,291.2514409,291.2514512
167,3115833,2.05E+18,2.05E+18,33.83948517,38.21663542,38.21664131,291.2773847,291.2773922
168,3115833,2.05E+18,2.05E+18,3.429081917,38.2660731,38.26609229,291.2966982,291.2967147
169,3115833,2.05E+18,2.05E+18,6.086551666,38.2221305,38.22215033,291.2700692,291.2700877
170,3115833,2.05E+18,2.05E+18,6.392584801,38.22769125,38.22770298,291.2472193,291.2472162
171,3115833,2.05E+18,2.05E+18,48.63201904,38.24622423,38.2462324,291.295647,291.2956508
172,3115833,2.05E+18,2.05E+18,0.208415806,38.23348479,38.2335133,291.2930709,291.2930875
173,3115833,2.05E+18,2.05E+18,26.73575211,38.25244983,38.25246567,291.2847024,291.2847199
174,3115833,2.05E+18,2.05E+18,35.60073471,38.26383669,38.26385181,291.2745148,291.2745205
175,3115833,2.05E+18,2.05E+18,8.302164078,38.22475098,38.22478542,291.2482096,291.2482019
176,3115833,2.05E+18,2.05E+18,44.22607803,38.22840836,38.22841901,291.3096262,291.3096346
177,3115833,2.05E+18,2.05E+18,37.72610474,38.22264454,38.22265668,291.2562988,291.2563103
178,3115833,2.05E+18,2.05E+18,19.79003334,38.25444434,38.25445853,291.2466483,291.2466418
179,3115833,2.05E+18,2.05E+18,11.50674248,38.26911113,38.26913079,291.2591088,291.2591251
180,3115833,2.05E+18,2.05E+18,46.00130844,38.22221055,38.22222509,291.2712205,291.2712315
181,3115833,2.05E+18,2.05E+18,23.48788261,38.22782565,38.22783598,291.2507873,291.2508025
182,3115833,2.05E+18,2.05E+18,36.40359497,38.22425592,38.22427124,291.2620248,291.2620287
183,3115833,2.05E+18,2.05E+18,8.449169159,38.24466957,38.24470884,291.2448413,291.2448472
184,3115833,2.05E+18,2.05E+18,21.15365982,38.26026058,38.26028944,291.2966182,291.2966112
185,3115833,2.05E+18,2.05E+18,32.20654297,38.26561935,38.26563888,291.260042,291.2600568
186,3115833,2.05E+18,2.05E+18,15.59257317,38.24149848,38.24151014,291.2641385,291.2641468
187,3115833,2.05E+18,2.05E+18,16.51326752,38.26917744,38.26918758,291.2600391,291.2600502
188,3115833,2.05E+18,2.05E+18,2.455204487,38.23243694,38.23247138,291.2717704,291.2717796
189,3115833,2.05E+18,2.05E+18,4.939187527,38.25291747,38.25293664,291.2749721,291.2749808
190,3115833,2.05E+18,2.05E+18,17.08164024,38.2730298,38.27306233,291.2895827,291.2895895
191,3115833,2.05E+18,2.05E+18,24.88184738,38.23879291,38.23879565,291.2872687,291.2872667
192,3218908,2.10E+18,2.10E+18,29.58795929,38.37881771,38.3788164,286.5248815,286.524877
193,3218908,2.10E+18,2.10E+18,25.15927124,38.36874359,38.36875815,286.526299,286.5262539
194,3218908,2.10E+18,2.10E+18,7.151818752,38.37461625,38.37464712,286.5270116,286.5270052
195,3218908,2.10E+18,2.10E+18,22.03870392,38.36290614,38.36292571,286.4586123,286.4586132
196,3218908,2.10E+18,2.10E+18,33.28596878,38.40305025,38.40306019,286.4856792,286.4856905
197,3218908,2.10E+18,2.10E+18,25.46150208,38.40714758,38.40716408,286.4977327,286.4977226
198,3218908,2.10E+18,2.10E+18,15.04237366,38.35877643,38.35878838,286.5064058,286.5064088
199,3218908,2.10E+18,2.10E+18,24.31006622,38.35887666,38.35888745,286.5101889,286.5101948
200,3218908,2.10E+18,2.10E+18,18.23083496,38.36434776,38.36437555,286.4765693,286.4765686
201,3218908,2.10E+18,2.10E+18,23.99089241,38.36353631,38.36355138,286.4583598,286.4583765
202,3218908,2.10E+18,2.10E+18,15.6198988,38.39143463,38.39144308,286.4897001,286.4897034
203,3218908,2.10E+18,2.10E+18,26.97849464,38.38116185,38.38120169,286.4756678,286.4756617
204,3218908,2.10E+18,2.10E+18,54.62071228,38.3612126,38.36121904,286.4679891,286.4679948
205,3218908,2.10E+18,2.10E+18,6.45413065,38.35962128,38.35964545,286.4927292,286.4927099
206,3218908,2.10E+18,2.10E+18,34.8669281,38.40336642,38.40337633,286.4851341,286.4851499
207,3218908,2.10E+18,2.10E+18,34.81548309,38.35940047,38.35941063,286.4941711,286.4941773
208,3218908,2.10E+18,2.10E+18,29.58795929,38.37881771,38.3788164,286.5248815,286.524877
209,3218908,2.10E+18,2.10E+18,25.15927124,38.36874359,38.36875815,286.526299,286.5262539
210,3218908,2.10E+18,2.10E+18,7.151818752,38.37461625,38.37464712,286.5270116,286.5270052
211,3218908,2.10E+18,2.10E+18,22.03870392,38.36290614,38.36292571,286.4586123,286.4586132
212,3218908,2.10E+18,2.10E+18,33.28596878,38.40305025,38.40306019,286.4856792,286.4856905
213,3218908,2.10E+18,2.10E+18,25.46150208,38.40714758,38.40716408,286.4977327,286.4977226
214,3218908,2.10E+18,2.10E+18,15.04237366,38.35877643,38.35878838,286.5064058,286.5064088
215,3218908,2.10E+18,2.10E+18,24.31006622,38.35887666,38.35888745,286.5101889,286.5101948
216,3218908,2.10E+18,2.10E+18,18.23083496,38.36434776,38.36437555,286.4765693,286.4765686
217,3218908,2.10E+18,2.10E+18,23.99089241,38.36353631,38.36355138,286.4583598,286.4583765
218,3218908,2.10E+18,2.10E+18,15.6198988,38.39143463,38.39144308,286.4897001,286.4897034
219,3218908,2.10E+18,2.10E+18,26.97849464,38.38116185,38.38120169,286.4756678,286.4756617
220,3218908,2.10E+18,2.10E+18,54.62071228,38.3612126,38.36121904,286.4679891,286.4679948
221,3218908,2.10E+18,2.10E+18,6.45413065,38.35962128,38.35964545,286.4927292,286.4927099
222,3218908,2.10E+18,2.10E+18,34.8669281,38.40336642,38.40337633,286.4851341,286.4851499
223,3218908,2.10E+18,2.10E+18,34.81548309,38.35940047,38.35941063,286.4941711,286.4941773
224,3246984,2.05E+18,2.05E+18,13.03628254,38.30948104,38.30950027,294.3411391,294.3411522
225,3246984,2.05E+18,2.05E+18,5.7539711,38.28223656,38.28225916,294.3831951,294.383209
226,3246984,2.05E+18,2.05E+18,12.2004385,38.33883338,38.3388428,294.368984,294.3689926
227,3246984,2.05E+18,2.05E+18,5.895852089,38.32113159,38.32115353,294.347231,294.3472459
228,3246984,2.05E+18,2.05E+18,5.440295696,38.34118006,38.34120012,294.3690461,294.3690533
229,3246984,2.05E+18,2.05E+18,27.68446922,38.32494591,38.32496018,294.3628987,294.3629024
230,3246984,2.05E+18,2.05E+18,1.05197072,38.29613334,38.29615225,294.3857534,294.3857654
231,3246984,2.05E+18,2.05E+18,15.03198624,38.33096138,38.33097309,294.3993987,294.3994052
232,3246984,2.05E+18,2.05E+18,13.77606201,38.2858076,38.28582041,294.3588063,294.3588168
233,3246984,2.05E+18,2.05E+18,7.460953712,38.32822367,38.32823723,294.4009318,294.4009415
234,3246984,2.05E+18,2.05E+18,13.20649529,38.28533294,38.28534691,294.3505578,294.3505675
235,3246984,2.05E+18,2.05E+18,9.804461479,38.3388103,38.33881024,294.3879197,294.3879278
236,3246984,2.05E+18,2.05E+18,6.549158096,38.30070769,38.30072512,294.3598082,294.3598086
237,3246984,2.05E+18,2.05E+18,6.340343475,38.3142859,38.31430797,294.3467444,294.3467626
238,3246984,2.05E+18,2.05E+18,14.84775352,38.329719,38.32973626,294.3340058,294.3340191
239,3246984,2.05E+18,2.05E+18,10.92051983,38.30898313,38.30900021,294.4093368,294.4093427
240,3246984,2.05E+18,2.05E+18,4.529837132,38.32434905,38.32435645,294.3433069,294.3433216
241,3246984,2.05E+18,2.05E+18,1.669919729,38.34180261,38.34182445,294.3789941,294.3790065
242,3246984,2.05E+18,2.05E+18,3.795362711,38.30480047,38.30481758,294.3608846,294.3608802
243,3246984,2.05E+18,2.05E+18,10.54461098,38.30003683,38.30006052,294.4023588,294.40237
244,3246984,2.05E+18,2.05E+18,12.26579285,38.31521566,38.3152522,294.3406939,294.340709
245,3246984,2.05E+18,2.05E+18,7.389836311,38.31634576,38.31636276,294.3690207,294.3690311
246,3246984,2.05E+18,2.05E+18,2.028510094,38.28909864,38.28911334,294.3648956,294.3648986
247,3246984,2.05E+18,2.05E+18,3.068037748,38.29937929,38.29942192,294.3555269,294.3555405
248,3246984,2.05E+18,2.05E+18,21.88996887,38.34212503,38.34213996,294.3714543,294.3714692
249,3246984,2.05E+18,2.05E+18,4.619068623,38.34272875,38.34274767,294.3671937,294.3672059
250,3246984,2.05E+18,2.05E+18,1.050991774,38.29406687,38.29409036,294.3591758,294.3591915
251,3246984,2.05E+18,2.05E+18,20.51050568,38.31704636,38.31705961,294.3393759,294.3393762
252,3246984,2.05E+18,2.05E+18,4.116028786,38.31813606,38.31814865,294.3418624,294.3418782
253,3246984,2.05E+18,2.05E+18,35.18954468,38.29986083,38.29986798,294.3560133,294.3560225
254,3246984,2.05E+18,2.05E+18,1.095635653,38.31421211,38.31424077,294.3431478,294.3431693
255,3246984,2.05E+18,2.05E+18,5.500195026,38.30954058,38.30955104,294.3703766,294.3703689
256,3246984,2.05E+18,2.05E+18,29.67975998,38.3281545,38.32815298,294.3373476,294.3373369
257,3246984,2.05E+18,2.05E+18,21.55787659,38.29926196,38.29927141,294.4080421,294.4080528
258,3246984,2.05E+18,2.05E+18,7.518828392,38.31317787,38.31320043,294.3426318,294.3426457
259,3246984,2.05E+18,2.05E+18,9.491176605,38.3059315,38.30594921,294.3789307,294.378936
260,3246984,2.05E+18,2.05E+18,23.76845551,38.30940225,38.30942329,294.3931591,294.3931756
261,3246984,2.05E+18,2.05E+18,0.656796634,38.30220812,38.30222606,294.3841953,294.3842099
262,3246984,2.05E+18,2.05E+18,5.318973541,38.33790941,38.33792546,294.3893366,294.3893502
263,3246984,2.05E+18,2.05E+18,2.640238523,38.3305938,38.33061924,294.3657616,294.3657787
264,3246984,2.05E+18,2.05E+18,9.052130699,38.28129477,38.28131622,294.3757656,294.3757722
265,3246984,2.05E+18,2.05E+18,5.840530396,38.32912185,38.32913374,294.3671817,294.3671949
266,3246984,2.05E+18,2.05E+18,21.39118576,38.32557865,38.32558165,294.3557021,294.3556893
267,3246984,2.05E+18,2.05E+18,14.597085,38.29844465,38.29845677,294.3464899,294.3464981
268,3246984,2.05E+18,2.05E+18,6.287572861,38.31483587,38.31485099,294.3833653,294.3833676
269,3246984,2.05E+18,2.05E+18,18.54555511,38.31032235,38.31033496,294.3591866,294.3591934
270,3246984,2.05E+18,2.05E+18,22.32260132,38.29535602,38.29537418,294.3892422,294.3892404
271,3246984,2.05E+18,2.05E+18,29.29413986,38.30981393,38.30982787,294.4075372,294.4075418
272,3246984,2.05E+18,2.05E+18,7.489211082,38.29494936,38.29496974,294.3821688,294.3821784
273,3246984,2.05E+18,2.05E+18,49.38425064,38.33195764,38.33197786,294.3838539,294.3838692
274,3246984,2.05E+18,2.05E+18,24.49526215,38.31029953,38.31032787,294.396333,294.3963497
275,3246984,2.05E+18,2.05E+18,1.195461392,38.29613493,38.29615507,294.3931541,294.3931658
276,3246984,2.05E+18,2.05E+18,6.727676392,38.30674943,38.30676803,294.3940774,294.3940939
