chisq,chisq_zeropm_match,chisq_zeropm_primary,dec_match_gaia,dec_match_keptime,dec_primary_gaia,dec_primary_kep,epic_primary,gaia_id_match,gaia_id_primary,gaiamag_match,ra_match_gaia,ra_match_keptime,ra_primary_gaia,ra_primary_kep
23.512937545776367,48.777320861816406,2273.2646484375,-4.519515832157437,-4.519536953147793,-4.507592370572338,-4.507613,201182911.0,3.78628281555051e+18,3.7862830560686787e+18,19.311815,172.7375145300717,172.7375222469251,172.71041659198124,172.710419
17.430999755859375,0.27142781019210815,2273.2646484375,-4.524782064627925,-4.524780691047294,-4.507592370572338,-4.507613,201182911.0,3.786282918628908e+18,3.7862830560686787e+18,20.332943,172.68269522297678,172.68269116417514,172.71041659198124,172.710419
49.40000534057617,303.166259765625,170970.234375,-3.9590415758015793,-3.9590294659732344,-3.9754405055467448,-3.97544,201205469.0,3.78984814950721e+18,3.7898477071260257e+18,20.20296,169.1147361601588,169.11484830574668,169.11702804800282,169.117142
5.182684898376465,2098.21044921875,229615.4375,1.2297984342954764,1.229912088491135,1.2306237129495627,1.230738,201546283.0,3.798552811267494e+18,3.7985528155606897e+18,18.360186,171.51522070832695,171.51520993139792,171.51518738428857,171.515167
27.955337524414062,16.595600128173828,12831.7900390625,1.5281004910516265,1.5281161049041256,1.5102768829356434,1.510249,201565013.0,3.7964182468786365e+18,3.796418010656112e+18,20.54355,176.99247539429714,176.992508413232,176.99209884314223,176.992188
14.374811172485352,2.3038346767425537,12831.7900390625,1.5171906848214904,1.5171904622834105,1.5102768829356434,1.510249,201565013.0,3.7964182125203456e+18,3.796418010656112e+18,20.59662,176.98963120515413,176.98965848229074,176.99209884314223,176.992188
39.470191955566406,20.979339599609375,94539.328125,1.5706258196218241,1.570655669947998,1.5774487327542126,1.577513,201569483.0,3.8111967139488497e+18,3.8111970274812324e+18,20.599434,167.14535041033147,167.1453737535557,167.17119941748308,167.171295
2.1028199195861816,7124.06103515625,131895.515625,2.6186695068744084,2.6186920032648553,2.619036348979746,2.61907,201637175.0,3.811002787586327e+18,3.8110027918802975e+18,17.900602,169.4823177501327,169.48243236253472,169.48270458465834,169.482819
0.7977267503738403,697.947265625,70615.890625,3.3633834000816316,3.3633478301164423,3.3638919249837134,3.363874,201683540.0,3.8119005431236076e+18,3.8119005431242604e+18,18.83446,169.2146435263404,169.2147269025032,169.2148600200733,169.214966
23.199129104614258,26.20797348022461,161.36781311035156,26.129395277547776,26.129404844483204,26.125389057078326,26.12538,202066192.0,3.4320913581655045e+18,3.4320911520070707e+18,18.834017,95.23729793358238,95.23729575941142,95.2474442167893,95.247452
2.3281736373901367,3.8752169609069824,161.36781311035156,26.130820622651072,26.130828498884668,26.125389057078326,26.12538,202066192.0,3.4320913925252444e+18,3.4320911520070707e+18,20.301891,95.2255439611406,95.22553248359634,95.2474442167893,95.247452
28.310710906982422,17.35609245300293,161.36781311035156,26.107063553851383,26.107079825335006,26.125389057078326,26.12538,202066192.0,3.4320910832875684e+18,3.4320911520070707e+18,19.031815,95.25753590201735,95.25752717075248,95.2474442167893,95.247452
41.243629455566406,69.94731903076172,161.36781311035156,26.130890276597693,26.130898225697408,26.125389057078326,26.12538,202066192.0,3.432092599411208e+18,3.4320911520070707e+18,17.485807,95.28403935073023,95.28403803301183,95.2474442167893,95.247452
19.578083038330078,19.79059600830078,161.36781311035156,26.10464712658441,26.104656586213594,26.125389057078326,26.12538,202066192.0,3.4320910145680886e+18,3.4320911520070707e+18,19.584656,95.2236557002071,95.2236699371449,95.2474442167893,95.247452
12.895687103271484,18.777099609375,161.36781311035156,26.133961842105425,26.13396948744735,26.125389057078326,26.12538,202066192.0,3.4320926294758303e+18,3.4320911520070707e+18,18.914906,95.26368174011655,95.26368508615259,95.2474442167893,95.247452
9.520041465759277,8.187692642211914,161.36781311035156,26.110920388879784,26.110888701056986,26.125389057078326,26.12538,202066192.0,3.432091083287574e+18,3.4320911520070707e+18,20.440807,95.25527352231416,95.25528929245297,95.2474442167893,95.247452
27.90500259399414,36.41259765625,161.36781311035156,26.136099317592283,26.136115493163086,26.125389057078326,26.12538,202066192.0,3.43209266383557e+18,3.4320911520070707e+18,19.136303,95.27408035637237,95.27406730830099,95.2474442167893,95.247452
2.089949369430542,0.1265040785074234,161.36781311035156,26.144083883515446,26.14408251029039,26.125389057078326,26.12538,202066192.0,3.432092904358364e+18,3.4320911520070707e+18,19.576538,95.23848831641477,95.23848813077261,95.2474442167893,95.247452
15.75631332397461,35.241947174072266,161.36781311035156,26.13942543939679,26.139430819450276,26.125389057078326,26.12538,202066192.0,3.4320913925252547e+18,3.4320911520070707e+18,18.473885,95.21832725115591,95.21831893251618,95.2474442167893,95.247452
2.410837411880493,0.17116820812225342,161.36781311035156,26.09479487806265,26.094795381856215,26.125389057078326,26.12538,202066192.0,3.4320880939903155e+18,3.4320911520070707e+18,18.158087,95.25986573531237,95.25986585948728,95.2474442167893,95.247452
1.960242748260498,2.1520516872406006,161.36781311035156,26.13919306043785,26.13920029720714,26.125389057078326,26.12538,202066192.0,3.432091426884992e+18,3.4320911520070707e+18,19.691004,95.22732954758358,95.22732986763866,95.2474442167893,95.247452
2.4912526607513428,0.46563977003097534,161.36781311035156,26.115425413737213,26.11542166724774,26.125389057078326,26.12538,202066192.0,3.432091117651983e+18,3.4320911520070707e+18,20.13067,95.24151791510259,95.24151892206756,95.2474442167893,95.247452
15.732133865356445,45.21517562866211,161.36781311035156,26.112979947606973,26.112986491496706,26.125389057078326,26.12538,202066192.0,3.4320925607563284e+18,3.4320911520070707e+18,18.068739,95.27355466541134,95.27354992359795,95.2474442167893,95.247452
11.184544563293457,11.19656753540039,161.36781311035156,26.114094526304008,26.114114487439032,26.125389057078326,26.12538,202066192.0,3.432091323805748e+18,3.4320911520070707e+18,20.439243,95.22841889895716,95.22842341469556,95.2474442167893,95.247452
3.236368417739868,1.5261175632476807,161.36781311035156,26.11320931000182,26.113211958232245,26.125389057078326,26.12538,202066192.0,3.4320896058188293e+18,3.4320911520070707e+18,20.187317,95.27739773545302,95.27740342668079,95.2474442167893,95.247452
