 0,291.154611,36.566178,757502,0,18.327,0.2110445958040343
 1,291.1389,36.60609,892711,0,16.56,0.08427986053820052
 2,291.152595,36.590092,757494,0,20.312,0.02366909572999079
 3,291.137475,36.590481,757449,0,19.311,0.166343878819948
 4,291.1562835,36.592728,757512,0,19.459,0.1171474357875481
 5,291.11361,36.56694,757347,0,17.661,0.1852412764242388
 6,291.118989,36.593306,757366,0,18.835,0.06347501190513148
 7,291.1457505,36.565636,757471,0,18.584,0.2088021683582633
 8,291.14853,36.547106,757480,0,18.784,0.1570434073947912
 9,291.173847,36.575986,757577,0,17.804,0.1114911131981308
 10,291.1464089999999,36.560053,757474,0,18.534,0.02166387663250468
 11,291.1486395,36.552303,757481,0,19.19,0.06610291724857259
 12,291.164286,36.577469,757543,0,19.32,0.09886775963382491
 13,291.129144,36.561958,757413,0,18.146,0.1820365263962777
 14,291.1762215,36.576283,757585,0,19.293,0.0106268969139219
 15,291.1430475,36.606039,892726,0,18.259,0.07454748187009931
 16,291.10695,36.59109,757323,0,16.401,0.07049702333940251
 17,292.5822195,37.410553,2019621,0,19.074,0.1412949656596145
 18,292.3856445,37.661069,2307257,0,18.236,0.05186153667525512
 19,292.35132,37.616439,2307097,0,18.712,0.1792145255878706
 20,292.3747695,37.63096,2307199,2,14,0.06680929543864517
 21,292.369278,37.643072,2307175,0,17.823,0.1693676532485354
 22,292.361658,37.610692,2307140,0,19.848,0.08001059857942504
 23,292.3528995,37.63041,2307107,0,17.609,0.04549220655984282
 24,292.4044395,37.612661,2307346,0,19.507,0.1791672961306399
 25,292.355586,37.620714,2307114,0,18.162,0.003835177167901473
 26,292.3892895,37.625864,2307274,0,19.027,0.004450334721702818
 27,292.374579,37.61131,2307197,2,15.664,0.02015667672125301
 28,292.390719,37.646669,2307280,0,19.1,0.004478261921956141
 29,292.3684035,37.604742,2307168,0,19.289,0.1089660641789185
 30,292.381134,37.604658,2307233,0,19.075,0.01673177948623834
 31,292.3927035,37.610914,2307285,0,19.115,0.004081211180706144
 32,292.343172,37.618275,2307062,0,18.913,0.371642675459353
 33,292.36281,37.6279,2307146,0,17.766,0.07424050026469686
 34,292.3482915,37.611475,2307086,0,19.887,0.06224954894029623
 35,292.3386465,37.619006,2307045,0,18.347,0.2036943773361963
 36,292.3845795,37.6611,2307248,0,18.138,0.1395928697691416
 37,292.4033115,37.645769,2307337,0,18.715,0.03039026447540447
 38,292.3632195,37.603697,2307147,0,19.003,0.05733274506133715
 39,292.412664,37.623228,2307377,0,19.046,0.07164800496344527
 40,292.353942,37.633072,2307111,0,18.588,0.01252193988826774
 41,292.4027775,37.648317,2307331,0,18.006,0.1170888392296595
 42,292.3575975,37.617697,2307125,0,19.035,0.003059636243849998
 43,292.3482915,37.611475,2307086,0,19.887,0.07459351406399393
 44,292.3932885,37.654686,2307290,0,18.534,0.1310647201136759
 45,292.4044395,37.612661,2307346,0,19.507,0.005450939388938463
