kic_primary,gaia_id_primary,gaia_id_match,ra_match_keptime,dec_match_keptime,ra_match_gaia,dec_match_gaia,gaiamag_match,chisq,chisq_zeropm_match,chisq_zeropm_primary,dec_primary_gaia,dec_primary_kep,ra_primary_gaia,ra_primary_kep,sep_keptime,sep_gaia
6046540.0,2.0775868734921853e+18,2.0775868734846228e+18,293.08828186188833,41.35473108833296,293.0882680063145,41.35471763319342,20.51028,2.832909107208252,16.436504364013672,17456.978515625,41.35550952007639,41.355518,293.0925275209096,293.09253,11.823966754114617,11.858110960541925
6305192.0,2.0769426284025487e+18,2.076942624094723e+18,297.21252498252505,41.66118005490091,297.2125192577539,41.66116856956953,19.623423,8.568412780761719,27.631813049316406,138.6749267578125,41.66400710166869,41.66404,297.2140407688822,297.21408,11.112784614199622,11.007587106926547
6309763.0,2.0754034495676534e+18,2.0754034495582495e+18,298.2909067578954,41.68334826559444,298.2909005263569,41.6833197671487,20.328205,8.895548820495605,24.509702682495117,22861.677734375,41.68379555060642,41.6838,298.29404529366514,298.29404,8.57952100261367,8.62672135799406
6507433.0,2.103947252448389e+18,2.1039472524483886e+18,286.5073592932247,41.92210991955265,286.50735701664314,41.92212982155551,14.370059,8.577411651611328,18480.28125,8144.4765625,41.922764835056796,41.922741,286.5087685035134,286.50876,4.386146201702023,4.418179884775211
6509282.0,2.1024242570457539e+18,2.1024242570426816e+18,287.3320967143429,41.973613710301436,287.3321024283022,41.97359689533632,20.000452,0.7090844511985779,45.47218322753906,39565.42578125,41.974873511555494,41.974899,287.33044064763897,287.33041,6.464416753894385,6.395519158232121
7107567.0,2.1029007922563484e+18,2.1029007922510044e+18,288.495070410242,42.69536776370321,288.4950825117335,42.69535097968394,18.214415,0.2795623540878296,153.48074340820312,42433.0,42.695556884899304,42.69556,288.49569986487364,288.49567,1.7308221045684669,1.7937700509323138
7368664.0,2.0778234402918917e+18,2.077823440288067e+18,293.58537419698604,42.92956230898006,293.58537064259997,42.92952672676554,20.641096,2.58895206451416,35.47553253173828,39813.84375,42.92886239656767,42.928909,293.5863886740168,293.58636,3.5047965845181652,3.594512124006703
7368664.0,2.0778234402918917e+18,2.0778234402880658e+18,293.5858132604211,42.92829128547762,293.58581313628963,42.92826459472848,18.754585,3.512238025665283,330.5652770996094,39813.84375,42.92886239656767,42.928909,293.5863886740168,293.58636,2.6499297281741567,2.633059848089407
7377343.0,2.0780007021813873e+18,2.0780007021813878e+18,295.90805535312666,42.990456437559665,295.9080258734921,42.99044371231335,20.665243,5.765667915344238,11.682743072509766,15518.275390625,42.98817709714445,42.988209,295.90888686112334,295.90891,8.397957966730468,8.468947293221316
7765528.0,2.0780387384123428e+18,2.0780387384071562e+18,295.83008899000896,43.423939475719024,295.83008296181515,43.42392559192363,20.452787,7.4554219245910645,11.757909774780273,25428.6875,43.42543707120982,43.425491,295.8286790072997,295.8287,6.662326260412851,6.563739474692564
7765528.0,2.0780387384123428e+18,2.0780387384071562e+18,295.83008899000896,43.423939475719024,295.83008296181515,43.42392559192363,20.452787,7.4554219245910645,11.757909774780273,25428.6875,43.42543707120982,43.425491,295.8286790072997,295.8287,6.662326260412851,6.563739474692564
8256453.0,2.0790085076695818e+18,2.079008885620752e+18,298.7817677533141,44.12074642694941,298.7817415786731,44.12072075039418,20.840338,3.474025011062622,11.480144500732422,6677.4033203125,44.119924376128346,44.119942,298.77753146642306,298.77756,11.253371845960444,11.251845436630134
8260218.0,2.0761093360278917e+18,2.0761093360214036e+18,299.7858185034638,44.16926366872784,299.7858041202934,44.16925387890318,19.292105,0.2496926486492157,42.14885330200195,3236.5068359375,44.16954566855645,44.16954,299.7863093199137,299.78632,1.632963113277184,1.6748860548300553
8379021.0,2.0796826800937856e+18,2.0796826800937864e+18,296.40709432626863,44.36584651436585,296.4070819290179,44.36581990133919,20.26404,6.056800365447998,25.426979064941406,33448.00390625,44.3674249046414,44.367458,296.40447243238003,296.40448,8.88389377677248,8.859249136248845
9047416.0,2.079234010633493e+18,2.0792340106291044e+18,299.19460670392283,45.345546815992904,299.19457675871325,45.34550297650692,20.483574,0.8248339295387268,25.25832176208496,101462.203125,45.34349963051454,45.34354,299.19170491987677,299.19171,10.291404890314904,10.237893763013295
9595686.0,2.0800891214389873e+18,2.080089121435055e+18,294.7999364698619,46.20731746305054,294.79992946483986,46.20728902160346,17.828316,2.2975313663482666,1572.13330078125,31128.2890625,46.20757066309096,46.207569,294.7997191950089,294.79974,1.029359687829531,1.1412463761467289
9595827.0,2.0800956798480479e+18,2.0800956841467105e+18,294.8646059413099,46.28672706073025,294.8645988591305,46.28671603614194,20.263996,6.544130325317383,10.567533493041992,4038.869873046875,46.285812822603404,46.285851,294.8654666791575,294.86551,3.873641421753675,3.9030527937340143
9790965.0,2.0855045598041452e+18,2.0855075147365276e+18,298.9101823124425,46.5873505513437,298.91016277772934,46.5873361353738,20.339151,3.2106497287750244,15.75363826751709,11671.513671875,46.586556031200374,46.586578,298.9116002946907,298.91162,4.515220787092884,4.531689086029527
9790965.0,2.0855045598041452e+18,2.085504559799045e+18,298.9160475134024,46.5853130654941,298.91602406689225,46.58529332364268,20.378286,8.949633598327637,27.561626434326172,11671.513671875,46.586556031200374,46.586578,298.9116002946907,298.91162,11.86317000407772,11.851549916326661
9844088.0,2.0803264441520195e+18,2.0803264398524928e+18,296.84143590250943,46.62542662723186,296.84142059735973,46.625413176161274,19.765547,7.135928153991699,35.73628234863281,39334.34375,46.62639124216355,46.6264,296.8383661481648,296.83838,8.328273069835706,8.332140823945117
9880467.0,2.130549523962969e+18,2.1305495583246525e+18,286.66050017381355,46.78358186833516,286.6605148838003,46.783562319667745,20.812122,0.5848249197006226,9.491555213928223,2195.664306640625,46.78356790013415,46.783543,286.65577865911786,286.65604,10.995764545313477,11.675390071997843
9941662.0,2.1306321591348275e+18,2.1306321591306383e+18,286.97094341279274,46.86834965077042,286.97092497576193,46.86830159097691,10.554234,7.566769123077393,3267.51904296875,4638.25927734375,46.86824628314368,46.868359,286.9713875612308,286.97119,0.6078421098779141,1.1558132121958087
10157573.0,2.0863655117688986e+18,2.0863655461206377e+18,297.4368417553087,47.12805775774576,297.4368304733581,47.128044401428255,20.086664,4.81337833404541,21.79274559020996,1538.2984619140625,47.12852727703524,47.128551,297.4320049853812,297.43201,11.966852538384108,11.946188582062886
10281221.0,2.1285717774261888e+18,2.1285717774212762e+18,294.60866940604006,47.342454089983725,294.60865166941704,47.34243461259634,20.703478,5.813579559326172,21.96558380126953,12301.498046875,47.34323569506235,47.343262,294.6125141626632,294.61252,9.833104189150843,9.853618376267276
10418224.0,2.086577373912703e+18,2.0865773739057772e+18,296.8155954462097,47.525622376157564,296.8155797886131,47.525609812340356,20.386309,2.823363780975342,12.610706329345703,32995.0078125,47.52654457306244,47.526611,296.81368826875064,296.81369,5.841405583097304,5.697975777314711
10418224.0,2.086577373912703e+18,2.0865773739057746e+18,296.81519665696726,47.52409330163673,296.8151816375285,47.524069434596704,20.447767,1.9229143857955933,19.02223777770996,32995.0078125,47.52654457306244,47.526611,296.81368826875064,296.81369,9.77576646116658,9.621648499467314
