kic_primary,gaia_id_primary,gaia_id_match,ra_match_keptime,dec_match_keptime,ra_match_gaia,dec_match_gaia,gaiamag_match,chisq,chisq_zeropm_match,chisq_zeropm_primary,dec_primary_gaia,dec_primary_kep,ra_primary_gaia,ra_primary_kep
757450.0,2.0502318488299443e+18,2.0502310886183982e+18,291.14791177112977,36.5532368387577,291.14794090750433,36.553243909157636,20.703648,6.126274108886719,16.179279327392578,33767.36328125,36.57734431115277,36.577381,291.13762027936434,291.1376
2307199.0,2.0518366891268675e+18,2.0518367922060838e+18,292.3759573353473,37.63155578923279,292.3759468375517,37.63154980608691,19.992096,6.467598915100098,11.726456642150879,154.18661499023438,37.630969323511096,37.630959,292.37475576773903,292.37476
2307199.0,2.0518366891268675e+18,2.0518366504642929e+18,292.35759830003104,37.617646006995614,292.3575881361079,37.61764196415675,19.6783,7.451388359069824,15.191640853881836,154.18661499023438,37.630969323511096,37.630959,292.37475576773903,292.37476
2307199.0,2.0518366891268675e+18,2.05183703271634e+18,292.38140979780695,37.654156540848334,292.38138796269294,37.654154864138285,20.71925,5.827178478240967,9.051217079162598,154.18661499023438,37.630969323511096,37.630959,292.37475576773903,292.37476
2307199.0,2.0518366891268675e+18,2.0518368952852956e+18,292.35983255664735,37.64431610964142,292.35981813871786,37.6443214913872,20.454111,8.678274154663086,10.160367965698242,154.18661499023438,37.630969323511096,37.630959,292.37475576773903,292.37476
2307199.0,2.0518366891268675e+18,2.0518369940710615e+18,292.36485350188946,37.64664594355684,292.36483663284014,37.64664033171187,20.341372,8.28596019744873,13.629974365234375,154.18661499023438,37.630969323511096,37.630959,292.37475576773903,292.37476
3115833.0,2.0526316703941932e+18,2.0526318421877217e+18,291.2579202295143,38.24355035188249,291.25788041774126,38.24353393765802,20.832071,7.513097286224365,17.271827697753906,835.00732421875,38.24166478176376,38.241669,291.28190395976503,291.28195
3115833.0,2.0526316703941932e+18,2.0526316016694979e+18,291.25485706105627,38.22704826434289,291.2548347970528,38.227015300315195,20.632004,2.361872673034668,44.15293502807617,835.00732421875,38.24166478176376,38.241669,291.28190395976503,291.28195
3115833.0,2.0526316703941932e+18,2.0526309445460687e+18,291.309784024577,38.23737439014138,291.309763258898,38.23734877304929,18.82098,8.432371139526367,595.4869384765625,835.00732421875,38.24166478176376,38.241669,291.28190395976503,291.28195
3115833.0,2.0526316703941932e+18,2.0526308414668567e+18,291.31017621768956,38.222408803631616,291.31015813915525,38.22237827048006,20.68081,1.1098716259002686,32.5496826171875,835.00732421875,38.24166478176376,38.241669,291.28190395976503,291.28195
